"subregion","long","lat","group","order"
"North Island",174.566207885742,-38.8416023254395,1110,70099
"North Island",174.597366333008,-38.7850570678711,1110,70100
"North Island",174.618560791016,-38.6052742004395,1110,70101
"North Island",174.653030395508,-38.4283218383789,1110,70102
"North Island",174.71533203125,-38.2255859375,1110,70103
"North Island",174.809280395508,-38.0998077392578,1110,70104
"North Island",174.840042114258,-38.0226554870605,1110,70105
"North Island",174.801651000977,-37.8955078125,1110,70106
"North Island",174.836822509766,-37.8489265441895,1110,70107
"North Island",174.879592895508,-37.82080078125,1110,70108
"North Island",174.928024291992,-37.8044929504395,1110,70109
"North Island",174.845993041992,-37.6851539611816,1110,70110
"North Island",174.749420166016,-37.5046882629395,1110,70111
"North Island",174.729202270508,-37.44873046875,1110,70112
"North Island",174.743942260742,-37.3934555053711,1110,70113
"North Island",174.767669677734,-37.3390617370605,1110,70114
"North Island",174.707427978516,-37.3252944946289,1110,70115
"North Island",174.672546386719,-37.2731437683105,1110,70116
"North Island",174.585830688477,-37.0977516174316,1110,70117
"North Island",174.609680175781,-37.0699234008789,1110,70118
"North Island",174.65966796875,-37.0887718200684,1110,70119
"North Island",174.734283447266,-37.2152366638184,1110,70120
"North Island",174.746383666992,-37.1501007080078,1110,70121
"North Island",174.803604125977,-37.1100578308105,1110,70122
"North Island",174.863861083984,-37.0892601013184,1110,70123
"North Island",174.928909301758,-37.0847663879395,1110,70124
"North Island",174.782028198242,-36.9437484741211,1110,70125
"North Island",174.73291015625,-36.9494132995605,1110,70126
"North Island",174.66796875,-36.9718742370605,1110,70127
"North Island",174.601470947266,-36.9857406616211,1110,70128
"North Island",174.536529541016,-36.9733390808105,1110,70129
"North Island",174.4755859375,-36.94189453125,1110,70130
"North Island",174.444534301758,-36.8825187683105,1110,70131
"North Island",174.406051635742,-36.7682609558105,1110,70132
"North Island",174.381927490234,-36.7259750366211,1110,70133
"North Island",174.188873291016,-36.4922866821289,1110,70134
"North Island",174.245712280273,-36.4849624633789,1110,70135
"North Island",174.401565551758,-36.6019515991211,1110,70136
"North Island",174.431732177734,-36.5645484924316,1110,70137
"North Island",174.454299926758,-36.5107421875,1110,70138
"North Island",174.446868896484,-36.4508781433105,1110,70139
"North Island",174.409576416016,-36.4055671691895,1110,70140
"North Island",174.354095458984,-36.3759765625,1110,70141
"North Island",174.353118896484,-36.3228492736816,1110,70142
"North Island",174.395416259766,-36.2741203308105,1110,70143
"North Island",174.392776489258,-36.2400360107422,1110,70144
"North Island",174.303512573242,-36.1705055236816,1110,70145
"North Island",174.267868041992,-36.1630859375,1110,70146
"North Island",174.252044677734,-36.1956024169922,1110,70147
"North Island",174.277542114258,-36.2437515258789,1110,70148
"North Island",174.253707885742,-36.2491226196289,1110,70149
"North Island",174.036422729492,-36.1224594116211,1110,70150
"North Island",173.969329833984,-36.0206031799316,1110,70151
"North Island",173.914459228516,-35.90869140625,1110,70152
"North Island",173.908889770508,-35.9541969299316,1110,70153
"North Island",173.917282104492,-36.0181617736816,1110,70154
"North Island",174.003128051758,-36.1462898254395,1110,70155
"North Island",174.142379760742,-36.2894554138184,1110,70156
"North Island",174.166412353516,-36.32763671875,1110,70157
"North Island",174.145797729492,-36.376953125,1110,70158
"North Island",174.097457885742,-36.3910140991211,1110,70159
"North Island",174.0546875,-36.3597679138184,1110,70160
"North Island",173.991012573242,-36.2372055053711,1110,70161
"North Island",173.945114135742,-36.1758766174316,1110,70162
"North Island",173.412200927734,-35.5425758361816,1110,70163
"North Island",173.480270385742,-35.458984375,1110,70164
"North Island",173.585845947266,-35.3885726928711,1110,70165
"North Island",173.6103515625,-35.3572273254395,1110,70166
"North Island",173.626174926758,-35.3191413879395,1110,70167
"North Island",173.581634521484,-35.3125953674316,1110,70168
"North Island",173.541702270508,-35.3298835754395,1110,70169
"North Island",173.49609375,-35.3623046875,1110,70170
"North Island",173.454299926758,-35.3992156982422,1110,70171
"North Island",173.401657104492,-35.4811515808105,1110,70172
"North Island",173.376358032227,-35.5000953674316,1110,70173
"North Island",173.31396484375,-35.443359375,1110,70174
"North Island",173.290237426758,-35.4083023071289,1110,70175
"North Island",173.291213989258,-35.3663101196289,1110,70176
"North Island",173.274505615234,-35.3396492004395,1110,70177
"North Island",173.228118896484,-35.3312492370605,1110,70178
"North Island",173.16015625,-35.2477531433105,1110,70179
"North Island",173.11669921875,-35.2052726745605,1110,70180
"North Island",173.188781738281,-35.1237297058105,1110,70181
"North Island",173.190628051758,-35.0162124633789,1110,70182
"North Island",173.117294311523,-34.9033203125,1110,70183
"North Island",173.029586791992,-34.7999038696289,1110,70184
"North Island",172.860733032227,-34.63232421875,1110,70185
"North Island",172.705947875977,-34.4551773071289,1110,70186
"North Island",172.873733520508,-34.4329109191895,1110,70187
"North Island",173.0439453125,-34.4291000366211,1110,70188
"North Island",172.963760375977,-34.53515625,1110,70189
"North Island",172.999801635742,-34.5964851379395,1110,70190
"North Island",173.054397583008,-34.6482429504395,1110,70191
"North Island",173.171096801758,-34.8069343566895,1110,70192
"North Island",173.181243896484,-34.8527336120605,1110,70193
"North Island",173.240524291992,-34.8990211486816,1110,70194
"North Island",173.269424438477,-34.9347648620605,1110,70195
